"","x","y","timeslot","origin"
"77.8%1",2571.71911731958,0.778,"6h-11h","Measurement"
"77.9%1",2600.69943417549,0.779,"6h-11h","Measurement"
"78.0%1",2630.27702345848,0.78,"6h-11h","Measurement"
"78.1%1",2660.59024821877,0.781,"6h-11h","Measurement"
"78.2%1",2690.39099899531,0.782,"6h-11h","Measurement"
"78.3%1",2718.98300742507,0.783,"6h-11h","Measurement"
"78.4%1",2750.36945420265,0.784,"6h-11h","Measurement"
"78.5%1",2783.61790710688,0.785,"6h-11h","Measurement"
"78.6%1",2816.13491819859,0.786,"6h-11h","Measurement"
"78.7%1",2850.27171910286,0.787,"6h-11h","Measurement"
"78.8%1",2883.11724892616,0.788,"6h-11h","Measurement"
"78.9%1",2914.02596193314,0.789,"6h-11h","Measurement"
"79.0%1",2948.72788208723,0.79,"6h-11h","Measurement"
"79.1%1",2983.64028966308,0.791,"6h-11h","Measurement"
"79.2%1",3017.69618421555,0.792,"6h-11h","Measurement"
"79.3%1",3052.35733112097,0.793,"6h-11h","Measurement"
"79.4%1",3087.79628983021,0.794,"6h-11h","Measurement"
"79.5%1",3123.48433698416,0.795,"6h-11h","Measurement"
"79.6%1",3159.77878593445,0.796,"6h-11h","Measurement"
"79.7%1",3196.45165749192,0.797,"6h-11h","Measurement"
"79.8%1",3232.8988128686,0.798,"6h-11h","Measurement"
"79.9%1",3270.80984060169,0.799,"6h-11h","Measurement"
"80.0%1",3308.63245677948,0.8,"6h-11h","Measurement"
"80.1%1",3346.64794394374,0.801,"6h-11h","Measurement"
"80.2%1",3385.07634556293,0.802,"6h-11h","Measurement"
"80.3%1",3422.43059305906,0.803,"6h-11h","Measurement"
"80.4%1",3458.97450176716,0.804,"6h-11h","Measurement"
"80.5%1",3495.36420435906,0.805,"6h-11h","Measurement"
"80.6%1",3532.6561191845,0.806,"6h-11h","Measurement"
"80.7%1",3567.24598491192,0.807,"6h-11h","Measurement"
"80.8%1",3596.32308429718,0.808,"6h-11h","Measurement"
"80.9%1",3611.35673929215,0.809,"6h-11h","Measurement"
"81.0%1",3637.42148382664,0.81,"6h-11h","Measurement"
"81.1%1",3671.20729841709,0.811,"6h-11h","Measurement"
"81.2%1",3704.65904955387,0.812,"6h-11h","Measurement"
"81.3%1",3739.24669544339,0.813,"6h-11h","Measurement"
"81.4%1",3781.06966409445,0.814,"6h-11h","Measurement"
"81.5%1",3823.93279025555,0.815,"6h-11h","Measurement"
"81.6%1",3867.71098735809,0.816,"6h-11h","Measurement"
"81.7%1",3911.88650307537,0.817,"6h-11h","Measurement"
"81.8%1",3957.8093427372,0.818,"6h-11h","Measurement"
"81.9%1",4006.65120988012,0.819,"6h-11h","Measurement"
"82.0%1",4055.5952368021,0.82,"6h-11h","Measurement"
"82.1%1",4105.97586580038,0.821,"6h-11h","Measurement"
"82.2%1",4158.06839531422,0.822,"6h-11h","Measurement"
"82.3%1",4207.20065996766,0.823,"6h-11h","Measurement"
"82.4%1",4258.78136110306,0.824,"6h-11h","Measurement"
"82.5%1",4311.71799802781,0.825,"6h-11h","Measurement"
"82.6%1",4366.2075489068,0.826,"6h-11h","Measurement"
"82.7%1",4421.8693614471,0.827,"6h-11h","Measurement"
"82.8%1",4478.38756572725,0.828,"6h-11h","Measurement"
"82.9%1",4531.70003549457,0.829,"6h-11h","Measurement"
"83.0%1",4587.9282016635,0.83,"6h-11h","Measurement"
"83.1%1",4647.55792284609,0.831,"6h-11h","Measurement"
"83.2%1",4707.84204824449,0.832,"6h-11h","Measurement"
"83.3%1",4768.80792874336,0.833,"6h-11h","Measurement"
"83.4%1",4829.57460351228,0.834,"6h-11h","Measurement"
"83.5%1",4890.71091796158,0.835,"6h-11h","Measurement"
"83.6%1",4953.78733289242,0.836,"6h-11h","Measurement"
"83.7%1",5020.25651963949,0.837,"6h-11h","Measurement"
"83.8%1",5083.76260291575,0.838,"6h-11h","Measurement"
"83.9%1",5146.47482267976,0.839,"6h-11h","Measurement"
"84.0%1",5210.33552589416,0.84,"6h-11h","Measurement"
"84.1%1",5275.35859208822,0.841,"6h-11h","Measurement"
"84.2%1",5340.58719001293,0.842,"6h-11h","Measurement"
"84.3%1",5398.88629203677,0.843,"6h-11h","Measurement"
"84.4%1",5452.88065895081,0.844,"6h-11h","Measurement"
"84.5%1",5519.87045161128,0.845,"6h-11h","Measurement"
"84.6%1",5587.83538009167,0.846,"6h-11h","Measurement"
"84.7%1",5659.74063379884,0.847,"6h-11h","Measurement"
"84.8%1",5731.08817378044,0.848,"6h-11h","Measurement"
"84.9%1",5808.64491595505,0.849,"6h-11h","Measurement"
"85.0%1",5887.77805459499,0.85,"6h-11h","Measurement"
"85.1%1",5966.62799216866,0.851,"6h-11h","Measurement"
"85.2%1",6046.26772782803,0.852,"6h-11h","Measurement"
"85.3%1",6130.82006652474,0.853,"6h-11h","Measurement"
"85.4%1",6213.04324799538,0.854,"6h-11h","Measurement"
"85.5%1",6299.53403996825,0.855,"6h-11h","Measurement"
"85.6%1",6385.8003295803,0.856,"6h-11h","Measurement"
"85.7%1",6474.57140110731,0.857,"6h-11h","Measurement"
"85.8%1",6565.36841014862,0.858,"6h-11h","Measurement"
"85.9%1",6650.29049664974,0.859,"6h-11h","Measurement"
"86.0%1",6744.87441740034,0.86,"6h-11h","Measurement"
"86.1%1",6839.90280710578,0.861,"6h-11h","Measurement"
"86.2%1",6935.19636885165,0.862,"6h-11h","Measurement"
"86.3%1",7030.86928275228,0.863,"6h-11h","Measurement"
"86.4%1",7129.43963335991,0.864,"6h-11h","Measurement"
"86.5%1",7211.69465069175,0.865,"6h-11h","Measurement"
"86.6%1",7304.91017107248,0.866,"6h-11h","Measurement"
"86.7%1",7409.75448259473,0.867,"6h-11h","Measurement"
"86.8%1",7519.9884762764,0.868,"6h-11h","Measurement"
"86.9%1",7633.55090613127,0.869,"6h-11h","Measurement"
"87.0%1",7750.13753031492,0.87,"6h-11h","Measurement"
"87.1%1",7867.80920486212,0.871,"6h-11h","Measurement"
"87.2%1",7988.58714910507,0.872,"6h-11h","Measurement"
"87.3%1",8110.35300431728,0.873,"6h-11h","Measurement"
"87.4%1",8232.93728481056,0.874,"6h-11h","Measurement"
"87.5%1",8358.23446807265,0.875,"6h-11h","Measurement"
"87.6%1",8486.85192323207,0.876,"6h-11h","Measurement"
"87.7%1",8616.1320384121,0.877,"6h-11h","Measurement"
"87.8%1",8746.44062032461,0.878,"6h-11h","Measurement"
"87.9%1",8884.20674147367,0.879,"6h-11h","Measurement"
"88.0%1",9017.82642698288,0.88,"6h-11h","Measurement"
"88.1%1",9154.29810970425,0.881,"6h-11h","Measurement"
"88.2%1",9299.20030461789,0.882,"6h-11h","Measurement"
"88.3%1",9444.58562256575,0.883,"6h-11h","Measurement"
"88.4%1",9591.44365735054,0.884,"6h-11h","Measurement"
"88.5%1",9745.32603651881,0.885,"6h-11h","Measurement"
"88.6%1",9900.37099877119,0.886,"6h-11h","Measurement"
"88.7%1",10056.7397459507,0.887,"6h-11h","Measurement"
"88.8%1",10209.4836921692,0.888,"6h-11h","Measurement"
"88.9%1",10368.2309184122,0.889,"6h-11h","Measurement"
"89.0%1",10534.7525465488,0.89,"6h-11h","Measurement"
"89.1%1",10704.9027931905,0.891,"6h-11h","Measurement"
"89.2%1",10858.1610384274,0.892,"6h-11h","Measurement"
"89.3%1",11032.1444837499,0.893,"6h-11h","Measurement"
"89.4%1",11186.7697764468,0.894,"6h-11h","Measurement"
"89.5%1",11355.4343196511,0.895,"6h-11h","Measurement"
"89.6%1",11533.2221263123,0.896,"6h-11h","Measurement"
"89.7%1",11709.220150516,0.897,"6h-11h","Measurement"
"89.8%1",11889.6545924639,0.898,"6h-11h","Measurement"
"89.9%1",12079.25874017,0.899,"6h-11h","Measurement"
"90.0%1",12258.770999074,0.9,"6h-11h","Measurement"
"90.1%1",12462.6273766565,0.901,"6h-11h","Measurement"
"90.2%1",12660.6214100504,0.902,"6h-11h","Measurement"
"90.3%1",12866.3628188634,0.903,"6h-11h","Measurement"
"90.4%1",13085.1036555958,0.904,"6h-11h","Measurement"
"90.5%1",13320.7213952661,0.905,"6h-11h","Measurement"
"90.6%1",13548.3106638074,0.906,"6h-11h","Measurement"
"90.7%1",13774.4531449914,0.907,"6h-11h","Measurement"
"90.8%1",14021.5787296534,0.908,"6h-11h","Measurement"
"90.9%1",14269.1079684305,0.909,"6h-11h","Measurement"
"91.0%1",14400.6248175859,0.91,"6h-11h","Measurement"
"91.1%1",14441.3234142518,0.911,"6h-11h","Measurement"
"91.2%1",14681.4281409837,0.912,"6h-11h","Measurement"
"91.3%1",14948.2168879366,0.913,"6h-11h","Measurement"
"91.4%1",15226.2116857719,0.914,"6h-11h","Measurement"
"91.5%1",15504.929429543,0.915,"6h-11h","Measurement"
"91.6%1",15798.2136952877,0.916,"6h-11h","Measurement"
"91.7%1",16094.2543643951,0.917,"6h-11h","Measurement"
"91.8%1",16391.608276484,0.918,"6h-11h","Measurement"
"91.9%1",16701.8758011305,0.919,"6h-11h","Measurement"
"92.0%1",17017.64208107,0.92,"6h-11h","Measurement"
"92.1%1",17346.3148580849,0.921,"6h-11h","Measurement"
"92.2%1",17675.6021809673,0.922,"6h-11h","Measurement"
"92.3%1",18011.985358845,0.923,"6h-11h","Measurement"
"92.4%1",18359.9080561733,0.924,"6h-11h","Measurement"
"92.5%1",18711.7736590803,0.925,"6h-11h","Measurement"
"92.6%1",19087.1877801657,0.926,"6h-11h","Measurement"
"92.7%1",19477.1173147822,0.927,"6h-11h","Measurement"
"92.8%1",19870.0695461178,0.928,"6h-11h","Measurement"
"92.9%1",20267.2537656915,0.929,"6h-11h","Measurement"
"93.0%1",20685.3027493835,0.93,"6h-11h","Measurement"
"93.1%1",21099.8783117569,0.931,"6h-11h","Measurement"
"93.2%1",21532.2076311588,0.932,"6h-11h","Measurement"
"93.3%1",21942.821704092,0.933,"6h-11h","Measurement"
"93.4%1",22401.3666525483,0.934,"6h-11h","Measurement"
"93.5%1",22862.2702712596,0.935,"6h-11h","Measurement"
"93.6%1",23343.9077570534,0.936,"6h-11h","Measurement"
"93.7%1",23812.1469705129,0.937,"6h-11h","Measurement"
"93.8%1",24319.3771504951,0.938,"6h-11h","Measurement"
"93.9%1",24846.5648577082,0.939,"6h-11h","Measurement"
"94.0%1",25369.5348042488,0.94,"6h-11h","Measurement"
"94.1%1",25926.8741573787,0.941,"6h-11h","Measurement"
"94.2%1",26492.3641195013,0.942,"6h-11h","Measurement"
"94.3%1",27081.9377423179,0.943,"6h-11h","Measurement"
"94.4%1",27675.8015552426,0.944,"6h-11h","Measurement"
"94.5%1",28302.0781085968,0.945,"6h-11h","Measurement"
"94.6%1",28799.9317022181,0.946,"6h-11h","Measurement"
"94.7%1",28799.9940342093,0.947,"6h-11h","Measurement"
"94.8%1",28800.0360424089,0.948,"6h-11h","Measurement"
"94.9%1",28800.0882904243,0.949,"6h-11h","Measurement"
"95.0%1",28838.8660873175,0.95,"6h-11h","Measurement"
"95.1%1",29395.339373858,0.951,"6h-11h","Measurement"
"95.2%1",30107.9127161885,0.952,"6h-11h","Measurement"
"95.3%1",30812.6374369789,0.953,"6h-11h","Measurement"
"95.4%1",31560.3690509272,0.954,"6h-11h","Measurement"
"95.5%1",32301.6914391816,0.955,"6h-11h","Measurement"
"95.6%1",33042.0086986114,0.956,"6h-11h","Measurement"
"95.7%1",33836.3058345117,0.957,"6h-11h","Measurement"
"95.8%1",34646.4551351333,0.958,"6h-11h","Measurement"
"95.9%1",35462.591066748,0.959,"6h-11h","Measurement"
"96.0%1",36236.4658243656,0.96,"6h-11h","Measurement"
"96.1%1",37096.4498228228,0.961,"6h-11h","Measurement"
"96.2%1",37950.8566137671,0.962,"6h-11h","Measurement"
"96.3%1",38833.558179023,0.963,"6h-11h","Measurement"
"96.4%1",39724.5284503651,0.964,"6h-11h","Measurement"
"96.5%1",40704.1058288394,0.965,"6h-11h","Measurement"
"96.6%1",41677.7345800757,0.966,"6h-11h","Measurement"
"96.7%1",42691.8431831229,0.967,"6h-11h","Measurement"
"96.8%1",43704.5260128212,0.968,"6h-11h","Measurement"
"96.9%1",44770.3188803185,0.969,"6h-11h","Measurement"
"97.0%1",45844.3139503598,0.97,"6h-11h","Measurement"
"97.1%1",46954.1637026656,0.971,"6h-11h","Measurement"
"97.2%1",48192.0991666126,0.972,"6h-11h","Measurement"
"97.3%1",49427.7176296985,0.973,"6h-11h","Measurement"
"97.4%1",50689.1361835884,0.974,"6h-11h","Measurement"
"97.5%1",52011.6562010646,0.975,"6h-11h","Measurement"
"97.6%1",53419.6639514825,0.976,"6h-11h","Measurement"
"97.7%1",54943.6581274381,0.977,"6h-11h","Measurement"
"97.8%1",56555.12068331,0.978,"6h-11h","Measurement"
"97.9%1",58358.8458136236,0.979,"6h-11h","Measurement"
"98.0%1",60713.7231252193,0.98,"6h-11h","Measurement"
"98.1%1",63833.6367395258,0.981,"6h-11h","Measurement"
"98.2%1",67900.6552108597,0.982,"6h-11h","Measurement"
"98.3%1",72440.0729390991,0.983,"6h-11h","Measurement"
"98.4%1",77329.2573178195,0.984,"6h-11h","Measurement"
"98.5%1",82138.8939652024,0.985,"6h-11h","Measurement"
"98.6%1",86169.7270533562,0.986,"6h-11h","Measurement"
"98.7%1",86834.8010967839,0.987,"6h-11h","Measurement"
"98.8%1",91588.7230910637,0.988,"6h-11h","Measurement"
"98.9%1",97723.6880766785,0.989,"6h-11h","Measurement"
"99.0%1",104966.137463891,0.99,"6h-11h","Measurement"
"99.1%1",113490.270333953,0.991,"6h-11h","Measurement"
"99.2%1",123788.201473646,0.992,"6h-11h","Measurement"
"99.3%1",135876.680939909,0.993,"6h-11h","Measurement"
"99.4%1",155140.351922744,0.994,"6h-11h","Measurement"
"99.5%1",175462.44232049,0.995,"6h-11h","Measurement"
"99.6%1",196353.602587209,0.996,"6h-11h","Measurement"
"99.7%1",235072.3893379,0.997,"6h-11h","Measurement"
"99.8%1",285328.364099189,0.998,"6h-11h","Measurement"
"99.9%1",391522.847480477,0.999,"6h-11h","Measurement"
"100.0%1",1159261.37744212,1,"6h-11h","Measurement"
"0.0%2",0.0418756008148193,0,"12h-17h","Measurement"
"0.1%2",1.0368024482727,0.001,"12h-17h","Measurement"
"0.2%2",1.44503609085083,0.002,"12h-17h","Measurement"
"0.3%2",1.62128575515747,0.003,"12h-17h","Measurement"
"0.4%2",1.83522639083862,0.004,"12h-17h","Measurement"
"0.5%2",1.9792999458313,0.005,"12h-17h","Measurement"
"0.6%2",2.106545337677,0.006,"12h-17h","Measurement"
"0.7%2",2.22217759990692,0.007,"12h-17h","Measurement"
"0.8%2",2.35455249786377,0.008,"12h-17h","Measurement"
"0.9%2",2.47736926841736,0.009,"12h-17h","Measurement"
"1.0%2",2.57294993400574,0.01,"12h-17h","Measurement"
"1.1%2",2.67806844043732,0.011,"12h-17h","Measurement"
"1.2%2",2.76237354850769,0.012,"12h-17h","Measurement"
"1.3%2",2.83117467308044,0.013,"12h-17h","Measurement"
"1.4%2",2.8830554523468,0.014,"12h-17h","Measurement"
"1.5%2",2.93826663970947,0.015,"12h-17h","Measurement"
"1.6%2",2.99709718132019,0.016,"12h-17h","Measurement"
"1.7%2",3.05678187847137,0.017,"12h-17h","Measurement"
"1.8%2",3.11377715301514,0.018,"12h-17h","Measurement"
"1.9%2",3.16914170837402,0.019,"12h-17h","Measurement"
"2.0%2",3.22468800544739,0.02,"12h-17h","Measurement"
"2.1%2",3.28168492984772,0.021,"12h-17h","Measurement"
"2.2%2",3.3443593044281,0.022,"12h-17h","Measurement"
"2.3%2",3.41161387825012,0.023,"12h-17h","Measurement"
"2.4%2",3.47918907356262,0.024,"12h-17h","Measurement"
"2.5%2",3.54504783153534,0.025,"12h-17h","Measurement"
"2.6%2",3.61705321121216,0.026,"12h-17h","Measurement"
"2.7%2",3.68125696372986,0.027,"12h-17h","Measurement"
"2.8%2",3.75362143325806,0.028,"12h-17h","Measurement"
"2.9%2",3.81574067306519,0.029,"12h-17h","Measurement"
"3.0%2",3.87575385093689,0.03,"12h-17h","Measurement"
"3.1%2",3.93465142822266,0.031,"12h-17h","Measurement"
"3.2%2",3.98551787567139,0.032,"12h-17h","Measurement"
"3.3%2",4.03781777858734,0.033,"12h-17h","Measurement"
"3.4%2",4.08722597312927,0.034,"12h-17h","Measurement"
"3.5%2",4.13862199306488,0.035,"12h-17h","Measurement"
"3.6%2",4.19415901947021,0.036,"12h-17h","Measurement"
"3.7%2",4.24453029537201,0.037,"12h-17h","Measurement"
"3.8%2",4.30041864204407,0.038,"12h-17h","Measurement"
"3.9%2",4.35832482910156,0.039,"12h-17h","Measurement"
"4.0%2",4.41585729598999,0.04,"12h-17h","Measurement"
"4.1%2",4.47333903694153,0.041,"12h-17h","Measurement"
"4.2%2",4.52975845146179,0.042,"12h-17h","Measurement"
"4.3%2",4.58018214130402,0.043,"12h-17h","Measurement"
"4.4%2",4.63880823707581,0.044,"12h-17h","Measurement"
"4.5%2",4.7001141166687,0.045,"12h-17h","Measurement"
"4.6%2",4.76440498924255,0.046,"12h-17h","Measurement"
"4.7%2",4.83598601150513,0.047,"12h-17h","Measurement"
"4.8%2",4.90027940940857,0.048,"12h-17h","Measurement"
"4.9%2",4.9657396736145,0.049,"12h-17h","Measurement"
"5.0%2",5.02970952987671,0.05,"12h-17h","Measurement"
"5.1%2",5.08855513381958,0.051,"12h-17h","Measurement"
"5.2%2",5.14660934638977,0.052,"12h-17h","Measurement"
"5.3%2",5.20031499385834,0.053,"12h-17h","Measurement"
"5.4%2",5.25390383148193,0.054,"12h-17h","Measurement"
"5.5%2",5.29998157978058,0.055,"12h-17h","Measurement"
"5.6%2",5.35238537216187,0.056,"12h-17h","Measurement"
"5.7%2",5.40154078674316,0.057,"12h-17h","Measurement"
"5.8%2",5.45962689208984,0.058,"12h-17h","Measurement"
"5.9%2",5.52271325397492,0.059,"12h-17h","Measurement"
"6.0%2",5.59664130210876,0.06,"12h-17h","Measurement"
"6.1%2",5.66544842243195,0.061,"12h-17h","Measurement"
"6.2%2",5.73877896499634,0.062,"12h-17h","Measurement"
"6.3%2",5.80974605464935,0.063,"12h-17h","Measurement"
"6.4%2",5.87953147697449,0.064,"12h-17h","Measurement"
"6.5%2",5.94780481815338,0.065,"12h-17h","Measurement"
"6.6%2",6.00672386741638,0.066,"12h-17h","Measurement"
"6.7%2",6.05734258556366,0.067,"12h-17h","Measurement"
"6.8%2",6.10518063545227,0.068,"12h-17h","Measurement"
"6.9%2",6.15730777645111,0.069,"12h-17h","Measurement"
"7.0%2",6.21172300338745,0.07,"12h-17h","Measurement"
"7.1%2",6.27027485752106,0.071,"12h-17h","Measurement"
"7.2%2",6.33069157791138,0.072,"12h-17h","Measurement"
"7.3%2",6.38282531070709,0.073,"12h-17h","Measurement"
"7.4%2",6.43568642044067,0.074,"12h-17h","Measurement"
"7.5%2",6.4785995721817,0.075,"12h-17h","Measurement"
"7.6%2",6.52067530250549,0.076,"12h-17h","Measurement"
"7.7%2",6.56362585449219,0.077,"12h-17h","Measurement"
"7.8%2",6.61231473922729,0.078,"12h-17h","Measurement"
"7.9%2",6.65927859210968,0.079,"12h-17h","Measurement"
"8.0%2",6.71140728950501,0.08,"12h-17h","Measurement"
"8.1%2",6.75906211853027,0.081,"12h-17h","Measurement"
"8.2%2",6.80650826263428,0.082,"12h-17h","Measurement"
"8.3%2",6.85953468799591,0.083,"12h-17h","Measurement"
"8.4%2",6.91917195129395,0.084,"12h-17h","Measurement"
"8.5%2",6.9787402009964,0.085,"12h-17h","Measurement"
"8.6%2",7.03732460212708,0.086,"12h-17h","Measurement"
"8.7%2",7.09924023246765,0.087,"12h-17h","Measurement"
"8.8%2",7.15642347717285,0.088,"12h-17h","Measurement"
"8.9%2",7.21710614204407,0.089,"12h-17h","Measurement"
"9.0%2",7.27922294616699,0.09,"12h-17h","Measurement"
"9.1%2",7.33934824562073,0.091,"12h-17h","Measurement"
"9.2%2",7.40091888809204,0.092,"12h-17h","Measurement"
"9.3%2",7.46458440303803,0.093,"12h-17h","Measurement"
"9.4%2",7.53181323623657,0.094,"12h-17h","Measurement"
"9.5%2",7.5941569519043,0.095,"12h-17h","Measurement"
"9.6%2",7.65356785202026,0.096,"12h-17h","Measurement"
"9.7%2",7.71037759017944,0.097,"12h-17h","Measurement"
"9.8%2",7.76787571907043,0.098,"12h-17h","Measurement"
"9.9%2",7.82573152637482,0.099,"12h-17h","Measurement"
"10.0%2",7.88433556556702,0.1,"12h-17h","Measurement"
"10.1%2",7.93986771678925,0.101,"12h-17h","Measurement"
"10.2%2",7.98697290229798,0.102,"12h-17h","Measurement"
"10.3%2",8.03309982585907,0.103,"12h-17h","Measurement"
"10.4%2",8.07722481536865,0.104,"12h-17h","Measurement"
"10.5%2",8.12128074169159,0.105,"12h-17h","Measurement"
"10.6%2",8.17804290390015,0.106,"12h-17h","Measurement"
"10.7%2",8.23465151309967,0.107,"12h-17h","Measurement"
"10.8%2",8.28911775398254,0.108,"12h-17h","Measurement"
"10.9%2",8.34589266967773,0.109,"12h-17h","Measurement"
"11.0%2",8.40029661178589,0.11,"12h-17h","Measurement"
"11.1%2",8.45916962814331,0.111,"12h-17h","Measurement"
"11.2%2",8.5193963470459,0.112,"12h-17h","Measurement"
"11.3%2",8.57946809387207,0.113,"12h-17h","Measurement"
"11.4%2",8.64044987869263,0.114,"12h-17h","Measurement"
"11.5%2",8.70788541316986,0.115,"12h-17h","Measurement"
"11.6%2",8.77198775482178,0.116,"12h-17h","Measurement"
"11.7%2",8.83573576354981,0.117,"12h-17h","Measurement"
"11.8%2",8.897528049469,0.118,"12h-17h","Measurement"
"11.9%2",8.95897219944,0.119,"12h-17h","Measurement"
"12.0%2",9.01950200080872,0.12,"12h-17h","Measurement"
"12.1%2",9.0795407371521,0.121,"12h-17h","Measurement"
"12.2%2",9.14224216079712,0.122,"12h-17h","Measurement"
"12.3%2",9.21324601840973,0.123,"12h-17h","Measurement"
"12.4%2",9.27859387207031,0.124,"12h-17h","Measurement"
"12.5%2",9.34448456764221,0.125,"12h-17h","Measurement"
"12.6%2",9.4094092464447,0.126,"12h-17h","Measurement"
"12.7%2",9.47602431964874,0.127,"12h-17h","Measurement"
"12.8%2",9.53899077415466,0.128,"12h-17h","Measurement"
"12.9%2",9.60009111213684,0.129,"12h-17h","Measurement"
"13.0%2",9.66408040046692,0.13,"12h-17h","Measurement"
"13.1%2",9.72757363224029,0.131,"12h-17h","Measurement"
"13.2%2",9.79211757659912,0.132,"12h-17h","Measurement"
"13.3%2",9.85506410503388,0.133,"12h-17h","Measurement"
"13.4%2",9.91649888420105,0.134,"12h-17h","Measurement"
"13.5%2",9.97831327438355,0.135,"12h-17h","Measurement"
"13.6%2",10.0398704433441,0.136,"12h-17h","Measurement"
"13.7%2",10.1044659872055,0.137,"12h-17h","Measurement"
"13.8%2",10.1760500183105,0.138,"12h-17h","Measurement"
"13.9%2",10.2392368021011,0.139,"12h-17h","Measurement"
"14.0%2",10.3111788463593,0.14,"12h-17h","Measurement"
"14.1%2",10.3779436445236,0.141,"12h-17h","Measurement"
"14.2%2",10.4474590644836,0.142,"12h-17h","Measurement"
"14.3%2",10.5160439081192,0.143,"12h-17h","Measurement"
"14.4%2",10.5814027919769,0.144,"12h-17h","Measurement"
"14.5%2",10.6518213272095,0.145,"12h-17h","Measurement"
"14.6%2",10.7188554096222,0.146,"12h-17h","Measurement"
"14.7%2",10.7916146011353,0.147,"12h-17h","Measurement"
"14.8%2",10.8584351139069,0.148,"12h-17h","Measurement"
"14.9%2",10.9240672330856,0.149,"12h-17h","Measurement"
"15.0%2",10.9930480957031,0.15,"12h-17h","Measurement"
"15.1%2",11.0589068384171,0.151,"12h-17h","Measurement"
"15.2%2",11.1265737915039,0.152,"12h-17h","Measurement"
